program_id,claim_type,claim_question,atom_id,evidence_span,proposed_direction,evidence_available,current_source_links,needed_primary_sources,source_type,primary_source_link,observed_vs_inferred,evidence_tier,direction,likelihood_ratio,limitations,extraction_review_status,review_status,reviewer,review_date
zolbetuximab_spotlight_glow,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,zolbetuximab_spotlight_glow:ther:2,Need label/pivotal safety extraction.,neutral,PRE-DECISION CANDIDATE: SPOTLIGHT/GLOW trials improved PFS/OS with chemotherapy; nausea/vomiting and infusion-related reactions common but product-level exposure feasible. Need label/pivotal safety extraction.,https://en.wikipedia.org/wiki/Zolbetuximab,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
ensartinib_exalt3,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,ensartinib_exalt3:ther:0,PRE-DECISION CANDIDATE: eXALT3 randomized trial vs crizotinib;,neutral,PRE-DECISION CANDIDATE: eXALT3 randomized trial vs crizotinib; known ALK TKI safety but active dose feasible for approval. Need label safety/dose modification extraction.,https://en.wikipedia.org/wiki/Ensartinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
ensartinib_exalt3,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,ensartinib_exalt3:ther:1,known ALK TKI safety but active dose feasible for approval.,neutral,PRE-DECISION CANDIDATE: eXALT3 randomized trial vs crizotinib; known ALK TKI safety but active dose feasible for approval. Need label safety/dose modification extraction.,https://en.wikipedia.org/wiki/Ensartinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
ensartinib_exalt3,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,ensartinib_exalt3:ther:2,Need label safety/dose modification extraction.,neutral,PRE-DECISION CANDIDATE: eXALT3 randomized trial vs crizotinib; known ALK TKI safety but active dose feasible for approval. Need label safety/dose modification extraction.,https://en.wikipedia.org/wiki/Ensartinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
lorlatinib_alk_nsclc,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,lorlatinib_alk_nsclc:ther:0,PRE-DECISION CANDIDATE: CNS-penetrant ALK inhibitor with neurocognitive/lipid adverse effects but active dose feasible with monitoring;,neutral,PRE-DECISION CANDIDATE: CNS-penetrant ALK inhibitor with neurocognitive/lipid adverse effects but active dose feasible with monitoring; approved in ALK-positive NSCLC. Need FDA label extraction.,https://en.wikipedia.org/wiki/Lorlatinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
lorlatinib_alk_nsclc,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,lorlatinib_alk_nsclc:ther:1,approved in ALK-positive NSCLC.,neutral,PRE-DECISION CANDIDATE: CNS-penetrant ALK inhibitor with neurocognitive/lipid adverse effects but active dose feasible with monitoring; approved in ALK-positive NSCLC. Need FDA label extraction.,https://en.wikipedia.org/wiki/Lorlatinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
lorlatinib_alk_nsclc,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,lorlatinib_alk_nsclc:ther:2,Need FDA label extraction.,neutral,PRE-DECISION CANDIDATE: CNS-penetrant ALK inhibitor with neurocognitive/lipid adverse effects but active dose feasible with monitoring; approved in ALK-positive NSCLC. Need FDA label extraction.,https://en.wikipedia.org/wiki/Lorlatinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
selpercatinib_ret,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,selpercatinib_ret:ther:0,PRE-DECISION CANDIDATE: Selective RET inhibitor showed high response rates with manageable hypertension/LFT/QT risks;,neutral,PRE-DECISION CANDIDATE: Selective RET inhibitor showed high response rates with manageable hypertension/LFT/QT risks; active dose feasible for tissue-specific approvals. Need label extraction.,https://en.wikipedia.org/wiki/Selpercatinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
selpercatinib_ret,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,selpercatinib_ret:ther:1,active dose feasible for tissue-specific approvals.,neutral,PRE-DECISION CANDIDATE: Selective RET inhibitor showed high response rates with manageable hypertension/LFT/QT risks; active dose feasible for tissue-specific approvals. Need label extraction.,https://en.wikipedia.org/wiki/Selpercatinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
selpercatinib_ret,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,selpercatinib_ret:ther:2,Need label extraction.,neutral,PRE-DECISION CANDIDATE: Selective RET inhibitor showed high response rates with manageable hypertension/LFT/QT risks; active dose feasible for tissue-specific approvals. Need label extraction.,https://en.wikipedia.org/wiki/Selpercatinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
tucatinib_her2climb,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,tucatinib_her2climb:ther:0,PRE-DECISION CANDIDATE: HER2CLIMB supported efficacy including CNS disease;,neutral,PRE-DECISION CANDIDATE: HER2CLIMB supported efficacy including CNS disease; diarrhea/hepatotoxicity risks manageable in combination regimen. Need label extraction.,https://en.wikipedia.org/wiki/Tucatinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
tucatinib_her2climb,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,tucatinib_her2climb:ther:1,diarrhea/hepatotoxicity risks manageable in combination regimen.,refuting,PRE-DECISION CANDIDATE: HER2CLIMB supported efficacy including CNS disease; diarrhea/hepatotoxicity risks manageable in combination regimen. Need label extraction.,https://en.wikipedia.org/wiki/Tucatinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
tucatinib_her2climb,therapeutic_window,Was the efficacious dose achievable below the toxicity ceiling?,tucatinib_her2climb:ther:2,Need label extraction.,neutral,PRE-DECISION CANDIDATE: HER2CLIMB supported efficacy including CNS disease; diarrhea/hepatotoxicity risks manageable in combination regimen. Need label extraction.,https://en.wikipedia.org/wiki/Tucatinib,"FDA label (Adverse Reactions + Dosage/Administration); FDA medical/clinical review; ODAC briefing doc; EPAR; pivotal trial paper (DLTs, dose reductions); ClinicalTrials.gov results (SAEs, discontinuations)",,,,,,,,,,,
